policy_mode,local_best_workers,local_runtime_seconds,local_throughput_points_per_second,asia-southeast1_best_workers,asia-southeast1_runtime_seconds,asia-southeast1_throughput_points_per_second,us-central1_best_workers,us-central1_runtime_seconds,us-central1_throughput_points_per_second,asia-southeast1_overhead_ms_per_point_vs_local,us-central1_overhead_ms_per_point_vs_local
always,1,0.1544825000000855,73477.57836644094,1,0.2110889909999969,53773.52909892002,1,0.2024367340000026,56071.83921471413,0.0049869166593173595,0.004224670425505865
never,1,0.0961967000002914,117997.8107353538,1,0.1447115870000175,78438.7776771367,1,0.1352380429999584,83933.4831250367,0.004274062813824868,0.0034394628666784425
random,1,0.1640974999991158,69172.29086403608,1,0.2156975979999913,52624.600854389006,1,0.2148139729999911,52841.06914218502,0.004545863624427409,0.00446801806015993
risk_proxy,1,0.119760600000518,94780.7542710282,1,0.1734829920000038,65430.04515393503,1,0.1639156420000063,69249.03481755307,0.004732833406703003,0.0038899693418631177
