state_loading_ms_mean,state_loading_ms_median,state_loading_ms_p95,state_loading_ms_std,policy_inference_ms_mean,policy_inference_ms_median,policy_inference_ms_p95,policy_inference_ms_std,gating_ms_mean,gating_ms_median,gating_ms_p95,gating_ms_std,generation_stub_ms_mean,generation_stub_ms_median,generation_stub_ms_p95,generation_stub_ms_std,logging_ms_mean,logging_ms_median,logging_ms_p95,logging_ms_std,total_latency_ms_mean,total_latency_ms_median,total_latency_ms_p95,total_latency_ms_std,dataset_fraction,workload_name,decision_points,policy_mode,seed,workers
0.0010553200023423414,0.0010000003385357559,0.0011999982234556228,0.000914977967867169,0.0035678949945577186,0.0034000004234258085,0.0037999998312443495,0.0050690388275685385,0.00016979000447463476,0.00019999788491986692,0.000200001522898674,0.0002853302677228899,0.003972834993328433,0.0029000002541579306,0.008800001523923129,0.0027739442171552746,0.002760535000379605,0.0025000008463393897,0.002699998913158197,0.005608574407777825,0.016667974996562408,0.015499997971346602,0.0197000008483883,0.009259392524704457,1.0,fraction_1p0,20000,rule_gate,1,1
0.001754734999667562,0.0012999989849049598,0.0026000016077887267,0.0015077654119991396,0.007095229997503338,0.004300000000512227,0.007599999662488699,0.26470395553082715,0.00018885500085161767,0.00019999788491986692,0.000200001522898674,0.0002924350992005038,0.016583635010465513,0.003999997716164216,0.016099998902063817,1.021767172664336,0.006499829989297723,0.0031999989005271345,0.0041000021155923605,0.3043689663653973,0.057996100012132956,0.020299998141126707,0.03729999662027694,1.7143627668074648,1.0,fraction_1p0,20000,rule_gate,1,4
0.0011377400222045253,0.0010000003385357559,0.0012999989849049598,0.0011786983140225748,0.0037730250051026815,0.0034999975468963385,0.00419999923906289,0.0020705151097506046,0.00017956001447601012,0.00019999788491986692,0.000200001522898674,0.00045300792983189253,0.00426734498978476,0.0029000002541579306,0.009100000170292333,0.005984934859690825,0.0029341599911276717,0.0025999979698099196,0.0030999981390777975,0.0036872861456030857,0.017829319993143144,0.015800000255694613,0.02980500121338984,0.008378515399206607,1.0,fraction_1p0,20000,rule_gate,2,1
0.0021467350008606443,0.0011000010999850929,0.0026000016077887267,0.10642331839641248,0.00983328499696654,0.0036000019463244826,0.007400001777568832,0.6733605542915949,0.00018689997177716576,0.00019999788491986692,0.000200001522898674,0.0003807576580558118,0.011327790022733097,0.0030000010156072676,0.012605001211340932,0.6021985041712724,0.006318444996941253,0.0026999987312592566,0.0041000021155923605,0.445561677946363,0.0535553199792048,0.01669999983278103,0.0349000001733657,1.5066637632473137,1.0,fraction_1p0,20000,rule_gate,2,4
0.001089265004520712,0.0010000003385357559,0.0012000018614344299,0.0009359424509549614,0.003567854993161745,0.0034000004234258085,0.0037000027077738196,0.001743727679797356,0.0001703649977571331,0.00019999788491986692,0.000200001522898674,0.00025909509933922623,0.0040138050002497035,0.0029000002541579306,0.008899998647393659,0.0028698053931202998,0.0028163849996417412,0.0025000008463393897,0.0027999994927085936,0.006007276921138281,0.016900650006391515,0.015599998732795939,0.020600000425474718,0.00736479969171334,1.0,fraction_1p0,20000,rule_gate,3,1
0.01237545002004481,0.0011000010999850929,0.0015000005078036338,0.931186108395845,0.014282345017818443,0.0036000019463244826,0.004800000169780105,0.8325667201090973,0.00018058500045299298,0.00019999788491986692,0.000200001522898674,0.00025984141816719994,0.017077645004428633,0.0030000010156072676,0.009499999578110874,0.8342526509823824,0.013294119985766883,0.0026000016077887267,0.0035000011848751456,1.0643158415718947,0.07765492999387788,0.016500001947861165,0.023600001441081986,2.1547324272950603,1.0,fraction_1p0,20000,rule_gate,3,4
0.0010151100028451764,0.0010000003385357559,0.0011000010999850929,0.0007609636678053617,0.003173130003233382,0.0030999981390777975,0.0034000004234258085,0.001557629298903586,0.0001839800021116389,0.00019999788491986692,0.000200001522898674,0.00030273811220994906,0.005356055013180594,0.007099999493220821,0.007799997547408566,0.005577370913453193,0.0026205849992038564,0.0025000008463393897,0.0026999987312592566,0.0014551187940521947,0.015986945006079622,0.01590000101714395,0.017499998648418114,0.0064655672710650855,1.0,fraction_1p0,20000,random,1,1
0.002028660000360105,0.0011000010999850929,0.0015000005078036338,0.11287073932714925,0.016876470006172893,0.0034000004234258085,0.004999998054699972,1.1318909263676886,0.004194209973866237,0.00019999788491986692,0.000200001522898674,0.4670595435854676,0.02358657498807588,0.007400001777568832,0.010399999155197293,1.4051670172067705,0.008544109988361016,0.0026000016077887267,0.0035000011848751456,0.5186589149920698,0.07621109498450096,0.017099999240599573,0.024999997549457476,2.162338223306918,1.0,fraction_1p0,20000,random,1,4
0.0010129600021173246,0.0010000003385357559,0.0011999982234556228,0.0008030074855114369,0.0032129949922818923,0.0031000017770566046,0.0035000011848751456,0.001499251693939011,0.00016824000249471283,0.00019999788491986692,0.000200001522898674,0.00028675476372421534,0.005338879984446976,0.007099999493220821,0.007800001185387373,0.0032851858972840673,0.0025751349907295663,0.0024999972083605826,0.0026999987312592566,0.0013091055081052869,0.01591289498119295,0.015800000255694613,0.01809999957913533,0.004167572099017896,1.0,fraction_1p0,20000,random,2,1
0.0013707150021218695,0.0011000010999850929,0.0025000008463393897,0.0011317017722018903,0.018087395013753848,0.0035000011848751456,0.009000003046821803,1.2976656903305115,0.000195989981511957,0.000200001522898674,0.0002999986463692039,0.0002624479394791008,0.0108035199888036,0.007499998901039362,0.013299999409355223,0.3408739509237588,0.007128214993645088,0.0026999987312592566,0.004099998477613553,0.4667725686681373,0.061940644990500004,0.017400001524947584,0.03340000330354087,2.024557286400684,1.0,fraction_1p0,20000,random,2,4
0.0010465750099683646,0.0010000003385357559,0.0011000010999850929,0.004977228794430042,0.0032008900352593628,0.0030999981390777975,0.0034000004234258085,0.0016672963917177435,0.00017831997447501636,0.00019999788491986692,0.000200001522898674,0.00047406961537504956,0.005424935009250476,0.007100003131199628,0.007899998308857903,0.0033855677131523223,0.0026633100111212115,0.0025000008463393897,0.0027000023692380637,0.0015530517911429105,0.016191420016548365,0.01590000101714395,0.019000002794200554,0.006884013232680752,1.0,fraction_1p0,20000,random,3,1
0.0019642650047899226,0.0011000010999850929,0.0013999997463542968,0.10846420795428156,0.0196687649922751,0.0034000004234258085,0.004400000761961564,1.7218037085118605,0.00018734999939624687,0.00019999788491986692,0.000200001522898674,0.0003540112547632219,0.029034049998153934,0.007399998139590025,0.010100000508828089,1.658863923427836,0.007703754996327916,0.0026000016077887267,0.0034000004234258085,0.5768175879150333,0.08026327498973843,0.016900001355679706,0.023805002820154113,2.6991023652677275,1.0,fraction_1p0,20000,random,3,4
0.0009455850064114202,0.0008999995770864189,0.0010999974620062858,0.0008005588728665932,0.00030283999622042755,0.0002999986463692039,0.000300002284348011,0.0004347676735399065,0.00016399001633544686,0.00019999788491986692,0.000200001522898674,0.0003659074808466716,0.002779304998148291,0.0025999979698099196,0.0027999994927085936,0.0016545921657666691,0.0025145399866232767,0.0024000000848900527,0.0026000016077887267,0.001658387949694033,0.011742070002583205,0.011099997209385037,0.01300000076298602,0.003654372477806377,1.0,fraction_1p0,20000,never,1,1
0.006897104992822279,0.0011000010999850929,0.0020999978005420417,0.5630503893495038,0.002038350010843715,0.00039999940781854093,0.0005000001692678779,0.2326239783903251,0.00098969500631938,0.00019999788491986692,0.0002999986463692039,0.11325507477241072,0.00986795000917482,0.0027999994927085936,0.004999998054699972,0.5191215401808129,0.0062936049962445395,0.0026000016077887267,0.0039000005926936865,0.4519868096279944,0.04428492998613365,0.012500000593718141,0.026399997295811772,1.1930486414749042,1.0,fraction_1p0,20000,never,1,4
0.000987610003176087,0.0008999995770864189,0.0011000010999850929,0.0008116208958763052,0.0003155999902446638,0.0002999986463692039,0.00039999940781854093,0.000493113210278883,0.00016826500013848998,0.00019999788491986692,0.000200001522898674,0.0002901954223924329,0.002925650008546654,0.0026999987312592566,0.0029999973776284605,0.0017048569221292506,0.002581080009076686,0.0024999972083605826,0.0026999987312592566,0.0013775365845089692,0.012189925003440294,0.011500000255182385,0.013799999578623101,0.003462464168584954,1.0,fraction_1p0,20000,never,2,1
