dataset_fraction,workload_name,policy_mode,workers,total_runtime_seconds,throughput_points_per_second,mean_latency_ms,median_latency_ms,p95_latency_ms,intervention_rate,unauthorized_invocations,authorization_execution_consistent,row_count_match,validation_passed,fault_injected_count,memory_delta_mb,state_missing_count
0.5,fraction_0p5,always,4,0.2599031373333342,22546.497328966536,0.07070815765052167,0.017196666670808252,0.026574566668102772,1.0,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,always,8,0.25906933299999463,22296.002784301352,0.08003257462555095,0.01719033332866123,0.03134866666461752,1.0,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,never,1,0.07365376200000166,77056.3380747562,0.011413714772417797,0.011026333330240353,0.01178723333623566,0.0,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,never,2,0.1990063886666699,28519.69690803224,0.035027237768028456,0.011063333332117509,0.014936999996469547,0.0,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,never,4,0.22486366933333576,25554.97870447791,0.04941626138034374,0.011073333335313388,0.018345000002758148,0.0,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,never,8,0.22258723233332964,26030.75438074068,0.04790456546261914,0.011083333333772316,0.018314999996486375,0.0,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,random,1,0.10743109500000496,52824.603449150156,0.01737316381789652,0.019613333331373422,0.020633200000001278,0.5020264317180617,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,random,2,0.31674114000000014,19693.879164066646,0.05173641856095897,0.021829999999075273,0.034973233338083304,0.5020264317180617,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,random,4,0.3050128679999962,19993.1477631337,0.06387040375913765,0.020169999999097854,0.03309723333349742,0.5020264317180617,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,random,8,0.2810967643333318,21099.478562275293,0.09607150308368684,0.0200800000034936,0.03134333333415877,0.5020264317180617,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,risk_proxy,1,0.08430715900000034,67314.79266186769,0.013337027489015755,0.011943333333874762,0.018103433337065173,0.20951541850220265,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,risk_proxy,2,0.23957923600000205,24015.308729882992,0.041317105198170466,0.013636999999751728,0.027183666671722534,0.20951541850220265,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,risk_proxy,4,0.2410871780000008,23824.983890243748,0.05087733427318411,0.013153333336883103,0.026871099998970763,0.20951541850220265,0.0,1.0,1.0,1.0,0.0,,5675.0
0.5,fraction_0p5,risk_proxy,8,0.22047959233333833,25839.799153492084,0.05595506232013391,0.012366666671444667,0.026124900002362977,0.20951541850220265,0.0,1.0,1.0,1.0,0.0,,5675.0
0.75,fraction_0p75,always,1,0.16323721933332536,52211.60937301303,0.017621046125565542,0.016940000004221172,0.017734799998455248,1.0,0.0,1.0,1.0,1.0,0.0,,8513.0
0.75,fraction_0p75,always,2,0.48384798533333157,18738.95379283609,0.04888330655068252,0.01915999999368978,0.03212333334090545,1.0,0.0,1.0,1.0,1.0,0.0,,8513.0
0.75,fraction_0p75,always,4,0.4004014679999936,22089.91343683713,0.07727357120498485,0.01717333332370193,0.026064666673164528,1.0,0.0,1.0,1.0,1.0,0.0,,8513.0
