dataset_fraction,workload_name,policy_mode,workers,total_runtime_seconds,throughput_points_per_second,mean_latency_ms,median_latency_ms,p95_latency_ms,intervention_rate,unauthorized_invocations,authorization_execution_consistent,row_count_match,validation_passed,fault_injected_count,memory_delta_mb,state_missing_count
1.0,fraction_1p0,never,1,0.1971795666665154,101457.06764717725,0.009016715000628513,0.008166666399726333,0.011668333339305998,0.010333333333333333,0.0,1.0,1.0,1.0,206.66666666666666,,20000.0
1.0,fraction_1p0,never,4,0.5564215666669649,36467.614456196,0.03183270500182213,0.008599999697859554,0.014399999903010515,0.010333333333333333,0.0,1.0,1.0,1.0,206.66666666666666,,20000.0
1.0,fraction_1p0,random,1,0.30500156666645734,65586.49266622195,0.01434192333252516,0.014833333201143736,0.017333333456311568,0.4978833333333334,0.0,1.0,1.0,1.0,189.0,,20000.0
1.0,fraction_1p0,random,4,0.7244796999999986,28838.70202856111,0.0631783633334635,0.015300000389591636,0.023934999747628635,0.4978833333333334,0.0,1.0,1.0,1.0,189.0,,20000.0
1.0,fraction_1p0,rule_gate,1,0.2940275666666518,68153.74808551218,0.013755336668221693,0.011699999959091656,0.021266666711502086,0.16771666666666665,0.0,1.0,1.0,1.0,196.0,,20000.0
1.0,fraction_1p0,rule_gate,4,0.6455953000004229,31030.593021433397,0.04574199166299877,0.012366666851448826,0.023566666641272604,0.16771666666666665,0.0,1.0,1.0,1.0,196.0,,20000.0
