dataset_fraction,workload_name,workload_size,policy_mode,workers,state_loading_ms_mean,state_loading_ms_median,state_loading_ms_p95,state_loading_ms_std,policy_inference_ms_mean,policy_inference_ms_median,policy_inference_ms_p95,policy_inference_ms_std,gating_ms_mean,gating_ms_median,gating_ms_p95,gating_ms_std,generation_stub_ms_mean,generation_stub_ms_median,generation_stub_ms_p95,generation_stub_ms_std,logging_ms_mean,logging_ms_median,logging_ms_p95,logging_ms_std,total_latency_ms_mean,total_latency_ms_median,total_latency_ms_p95,total_latency_ms_std,decision_points
0.75,fraction_0p75,8513,bc,2,1.514893,1.442433,1.739107,2.196947,0.001919,0.0018,0.002133,0.001313,0.000246,0.0002,0.0003,0.000407,0.013827,0.0129,0.021713,0.005108,0.005276,0.004867,0.0059,0.002741,1.541803,1.468767,1.770093,2.197234,8513.0
0.75,fraction_0p75,8513,bc,4,2.922134,2.809767,3.400947,3.125245,0.002017,0.001933,0.002233,0.000919,0.000261,0.000267,0.0003,0.000367,0.014417,0.0139,0.016013,0.004052,0.005416,0.005167,0.005733,0.002272,2.950216,2.837267,3.429193,3.125484,8513.0
0.75,fraction_0p75,8513,bc,8,5.961173,5.751,7.311273,4.480093,0.002027,0.002,0.002333,0.00054,0.00026,0.0003,0.0003,0.0001,0.01424,0.014033,0.015313,0.001894,0.005407,0.005267,0.005833,0.00182,5.989019,5.778033,7.339253,4.480334,8513.0
0.75,fraction_0p75,8513,bc_live,1,0.470638,0.446533,0.61324,0.079073,0.004067,0.004149,0.004149,0.000341,0.000161,0.0002,0.0002,0.000113,0.003415,0.0033,0.0036,0.001065,0.002438,0.0024,0.0026,0.000828,0.008542,0.008333,0.0088,0.001597,8513.0
0.75,fraction_0p75,8513,bc_live,2,0.468356,0.4451,0.596973,0.077644,0.004227,0.004325,0.004325,0.000696,0.000582,0.0002,0.0002,0.036714,0.006221,0.003733,0.005033,0.192621,0.008001,0.002633,0.003567,0.372965,0.027896,0.009267,0.014647,0.981854,8513.0
0.75,fraction_0p75,8513,bc_live,4,0.470634,0.4506,0.598827,0.067819,0.004084,0.004178,0.004178,0.0004,0.000189,0.0002,0.000233,0.000322,0.009008,0.003767,0.005913,0.308019,0.010966,0.0027,0.004133,0.512856,0.026278,0.009433,0.017267,0.744046,8513.0
0.75,fraction_0p75,8513,bc_live,8,0.465165,0.445033,0.584473,0.079317,0.004196,0.004339,0.004339,0.000561,0.000197,0.0002,0.000267,0.000303,0.017069,0.004267,0.006833,0.819793,0.004454,0.003,0.004167,0.112514,0.030157,0.010533,0.015767,1.044712,8513.0
0.75,fraction_0p75,8513,never,1,0.776108,0.754933,0.931767,0.099641,0.000975,0.0009,0.0011,0.000734,0.000228,0.0002,0.0003,0.000312,0.000875,0.0008,0.000967,0.000739,0.004731,0.004467,0.005267,0.003909,0.787541,0.7659,0.94492,0.10083,8513.0
0.75,fraction_0p75,8513,never,2,1.521073,1.4567,1.698747,2.231343,0.001306,0.001167,0.001367,0.001323,0.000275,0.000267,0.0003,0.000625,0.001101,0.001,0.0011,0.002242,0.005796,0.005233,0.006547,0.002852,1.535474,1.4707,1.714473,2.231448,8513.0
0.75,fraction_0p75,8513,never,4,2.886175,2.774033,3.355333,3.204941,0.001332,0.001267,0.0015,0.00089,0.000275,0.0003,0.0003,0.000434,0.001094,0.001067,0.0012,0.000688,0.00592,0.005567,0.006367,0.003513,2.900793,2.788667,3.370113,3.205076,8513.0
0.75,fraction_0p75,8513,never,8,5.905667,5.689433,7.27596,4.258344,0.001352,0.0013,0.0016,0.000482,0.000276,0.0003,0.0003,0.000263,0.001098,0.0011,0.001233,0.000484,0.00585,0.005667,0.006533,0.001648,5.920244,5.703467,7.29126,4.258574,8513.0
0.75,fraction_0p75,8513,random,1,0.762381,0.741767,0.94688,0.102114,0.011225,0.010633,0.013113,0.003229,0.000239,0.0002,0.0003,0.000423,0.006003,0.004233,0.0117,0.005628,0.004353,0.004133,0.004867,0.001764,0.788578,0.7666,0.97742,0.105108,8513.0
0.75,fraction_0p75,8513,random,2,1.527251,1.464167,1.734867,2.135495,0.013981,0.012767,0.024167,0.006808,0.000288,0.0003,0.0003,0.000591,0.007309,0.0046,0.016013,0.00929,0.005156,0.004567,0.005947,0.004682,1.559386,1.4959,1.770153,2.135817,8513.0
0.75,fraction_0p75,8513,random,4,2.935883,2.822633,3.426873,3.063604,0.014473,0.013767,0.017433,0.005085,0.000292,0.0003,0.000333,0.000302,0.007294,0.0048,0.0141,0.006594,0.005145,0.004933,0.005533,0.001858,2.968585,2.855333,3.460487,3.063964,8513.0
0.75,fraction_0p75,8513,random,8,5.998723,5.796667,7.37812,4.385434,0.01437,0.014,0.016047,0.002935,0.000291,0.0003,0.000333,0.000102,0.007343,0.004867,0.0141,0.007186,0.005128,0.005,0.005533,0.001277,6.031306,5.830067,7.413453,4.3858,8513.0
0.75,fraction_0p75,8513,risk_proxy,1,2.138213,0.744067,8.068413,4.111611,0.005905,0.005067,0.0087,0.002628,0.000236,0.0002,0.000333,0.000339,0.003494,0.000833,0.012767,0.006255,0.005041,0.004467,0.006833,0.002971,2.157539,0.7622,8.09544,4.114445,8513.0
0.75,fraction_0p75,8513,risk_proxy,2,1.498862,1.4293,1.706913,2.21276,0.006376,0.005867,0.007533,0.002742,0.000261,0.0002,0.0003,0.000463,0.003814,0.000967,0.013167,0.006844,0.005641,0.005067,0.006167,0.005366,1.52025,1.450467,1.730993,2.212971,8513.0
0.75,fraction_0p75,8513,risk_proxy,4,2.899299,2.801567,3.374933,3.056978,0.006687,0.006333,0.007467,0.004027,0.000271,0.0003,0.0003,0.00032,0.003991,0.001067,0.014033,0.005689,0.005811,0.005433,0.006133,0.003683,2.921568,2.8235,3.3997,3.057116,8513.0
0.75,fraction_0p75,8513,risk_proxy,8,5.890022,5.6647,7.225047,4.380489,0.006582,0.0064,0.007533,0.001367,0.000271,0.0003,0.0003,5.5e-05,0.004035,0.0011,0.014367,0.006612,0.005796,0.005533,0.006233,0.003397,5.912187,5.686067,7.247307,4.38081,8513.0
1.0,fraction_1p0,11351,always,1,0.763122,0.740067,0.90275,0.105294,0.000953,0.0009,0.001,0.000738,0.000218,0.0002,0.0003,0.000307,0.011296,0.0108,0.012367,0.005855,0.004401,0.0042,0.004767,0.001694,0.784574,0.760833,0.926933,0.107284,11351.0
1.0,fraction_1p0,11351,always,2,1.504442,1.4438,1.696267,2.672283,0.001269,0.0012,0.001367,0.00114,0.000253,0.0002,0.0003,0.000482,0.013869,0.013067,0.021817,0.003816,0.005279,0.004867,0.005633,0.003995,1.530924,1.4698,1.725667,2.672446,11351.0
1.0,fraction_1p0,11351,always,4,2.927133,2.8214,3.394383,3.848343,0.001363,0.001267,0.001433,0.005287,0.000262,0.000233,0.0003,0.00036,0.014356,0.0138,0.016133,0.003158,0.005344,0.005167,0.005667,0.001695,2.954481,2.848633,3.422267,3.848514,11351.0
1.0,fraction_1p0,11351,always,8,5.907297,5.7096,7.2748,5.201588,0.00132,0.0013,0.0015,0.000457,0.000263,0.0003,0.0003,0.000143,0.014242,0.014,0.015,0.002946,0.005364,0.0052,0.005633,0.005566,5.934476,5.7364,7.30285,5.201805,11351.0
1.0,fraction_1p0,11351,bc,1,0.777054,0.750433,0.927,0.097696,0.001576,0.0015,0.001733,0.000886,0.000215,0.0002,0.0003,0.000284,0.011326,0.010867,0.0126,0.002998,0.004426,0.0042,0.004867,0.001735,0.799197,0.771933,0.95275,0.09992,11351.0
1.0,fraction_1p0,11351,bc,2,1.510743,1.442833,1.710783,2.906728,0.001972,0.0018,0.002167,0.001478,0.00025,0.0002,0.0003,0.000474,0.014217,0.013033,0.024583,0.009938,0.005354,0.004867,0.005833,0.005635,1.538337,1.469633,1.74125,2.907014,11351.0
1.0,fraction_1p0,11351,bc,4,2.944537,2.8199,3.447917,4.282654,0.002057,0.002,0.002267,0.001308,0.00026,0.0003,0.0003,0.000244,0.014616,0.013967,0.0161,0.007392,0.005408,0.005233,0.005867,0.001494,2.972852,2.847633,3.476917,4.282833,11351.0
1.0,fraction_1p0,11351,bc,8,5.969288,5.764567,7.355767,5.291007,0.002037,0.002,0.0023,0.000646,0.000262,0.0003,0.0003,0.000172,0.014312,0.014,0.015167,0.004829,0.005354,0.005233,0.005767,0.000913,5.997163,5.792233,7.3834,5.291341,11351.0
1.0,fraction_1p0,11351,bc_live,1,0.464656,0.447467,0.582617,0.073076,0.003985,0.003897,0.00419,0.000156,0.000187,0.0002,0.0002,0.002367,0.003391,0.003267,0.003567,0.001168,0.002455,0.0024,0.002633,0.000886,0.008563,0.0083,0.008967,0.003684,11351.0
1.0,fraction_1p0,11351,bc_live,2,0.471479,0.449667,0.6,0.079161,0.00404,0.003916,0.004343,0.000232,0.000177,0.0002,0.000267,0.000117,0.009268,0.003533,0.005233,0.483438,0.008793,0.002533,0.0037,0.560329,0.027803,0.008867,0.012967,1.079996,11351.0
1.0,fraction_1p0,11351,bc_live,4,0.462127,0.4422,0.5815,0.161841,0.003983,0.003887,0.004183,0.000152,0.000189,0.0002,0.000267,0.000189,0.015803,0.0042,0.007267,0.766773,0.005005,0.0029,0.0042,0.199966,0.026856,0.010233,0.016567,0.915896,11351.0
1.0,fraction_1p0,11351,bc_live,8,0.461981,0.4429,0.58365,0.07464,0.004015,0.004003,0.004203,0.000164,0.000178,0.0002,0.000233,0.000183,0.010569,0.0036,0.004967,0.646809,0.01198,0.0026,0.003567,0.65065,0.027092,0.009067,0.012467,1.006789,11351.0
1.0,fraction_1p0,11351,never,1,0.748538,0.7154,0.915833,0.10576,0.000979,0.0009,0.0011,0.000681,0.000229,0.0002,0.0003,0.000334,0.000872,0.0008,0.000967,0.000551,0.004698,0.0045,0.005233,0.001504,0.759924,0.726467,0.929183,0.106877,11351.0
1.0,fraction_1p0,11351,never,2,1.518666,1.449833,1.71705,2.877387,0.001293,0.0012,0.001433,0.001113,0.000274,0.0003,0.0003,0.000641,0.001079,0.001,0.001133,0.001006,0.005853,0.0054,0.006333,0.007568,1.5331,1.463867,1.733317,2.877519,11351.0
1.0,fraction_1p0,11351,never,4,2.880766,2.774233,3.365317,3.725547,0.001326,0.001267,0.001433,0.000799,0.000273,0.0003,0.0003,0.000336,0.001099,0.001067,0.001167,0.000745,0.005956,0.0056,0.006567,0.003687,2.89547,2.788733,3.380317,3.725766,11351.0
1.0,fraction_1p0,11351,never,8,5.862115,5.6645,7.201533,5.159276,0.001333,0.0013,0.0015,0.000388,0.000273,0.0003,0.0003,0.000146,0.001081,0.0011,0.0012,0.000258,0.00578,0.005667,0.0062,0.00126,5.876538,5.679133,7.215883,5.159443,11351.0
1.0,fraction_1p0,11351,random,1,0.770854,0.7448,0.914267,0.179602,0.011124,0.010567,0.0124,0.002992,0.000232,0.0002,0.0003,0.000228,0.005988,0.007133,0.0113,0.006527,0.004336,0.004133,0.004733,0.003245,0.796892,0.7711,0.943433,0.181636,11351.0
1.0,fraction_1p0,11351,random,2,1.521616,1.453133,1.71565,2.722764,0.014066,0.013033,0.024267,0.005551,0.000288,0.0003,0.0003,0.000499,0.007276,0.007967,0.014517,0.00749,0.005136,0.004667,0.005667,0.004149,1.553858,1.484567,1.750933,2.723127,11351.0
1.0,fraction_1p0,11351,random,4,2.933423,2.833633,3.417517,3.595404,0.01456,0.013967,0.016567,0.004424,0.00028,0.0003,0.0003,0.000234,0.00737,0.0085,0.013967,0.007246,0.005142,0.004933,0.005433,0.004253,2.966259,2.8658,3.45215,3.595557,11351.0
1.0,fraction_1p0,11351,random,8,5.983035,5.783867,7.334167,4.981773,0.014306,0.0141,0.0155,0.002111,0.000289,0.0003,0.000333,0.00018,0.007309,0.0085,0.0139,0.006383,0.005079,0.005,0.0054,0.00084,6.015464,5.815667,7.36845,4.982106,11351.0
1.0,fraction_1p0,11351,risk_proxy,1,1.395958,0.759,5.3049,2.818467,0.005557,0.004967,0.007933,0.002245,0.000232,0.0002,0.000333,0.000327,0.003414,0.000833,0.012267,0.004988,0.004824,0.004433,0.006467,0.002017,1.414473,0.775933,5.33015,2.821026,11351.0
1.0,fraction_1p0,11351,risk_proxy,2,1.510709,1.449067,1.700733,2.724064,0.006518,0.006067,0.007217,0.003384,0.000264,0.000267,0.0003,0.00043,0.004054,0.001,0.0134,0.00696,0.005677,0.0052,0.006033,0.003947,1.53264,1.470333,1.724283,2.7242,11351.0
1.0,fraction_1p0,11351,risk_proxy,4,2.897921,2.794167,3.357683,3.862041,0.006664,0.006367,0.007333,0.002287,0.000276,0.0003,0.0003,0.000389,0.004125,0.001067,0.014133,0.006671,0.005803,0.005467,0.006117,0.00353,2.920311,2.816567,3.380783,3.862131,11351.0
1.0,fraction_1p0,11351,risk_proxy,8,5.836183,5.638533,7.169683,4.616646,0.006576,0.0064,0.007133,0.003062,0.000273,0.0003,0.0003,0.000141,0.004083,0.0011,0.0142,0.005929,0.005739,0.0055,0.006,0.005384,5.858315,5.661667,7.1919,4.61687,11351.0
