policy_mode,local_best_workers,local_runtime_seconds,local_throughput_points_per_second,asia-southeast1_best_workers,asia-southeast1_runtime_seconds,asia-southeast1_throughput_points_per_second,us-central1_best_workers,us-central1_runtime_seconds,us-central1_throughput_points_per_second,asia-southeast1_overhead_ms_per_point_vs_local,us-central1_overhead_ms_per_point_vs_local
always,2,6.848113999999441,1657.5366589985106,1,6.531246712999746,1737.9530277744757,1,7.48430155799997,1516.6411871615348,-0.02791536313978462,0.056046829178092644
bc,4,6.905351299999893,1643.7976153364095,1,6.518096322000019,1741.4593831158738,1,6.919009793999976,1640.5526712569992,-0.0341163754735155,0.0012032855255116222
bc_live,1,4.910852899999554,2311.411119645028,1,3.6252910550001616,3131.058948865416,1,4.481487222999931,2532.8645235769704,-0.11325538234511427,-0.037826242357468266
never,4,6.721249799999896,1688.8228138761003,1,6.381911777000369,1778.620638553422,1,7.306033079000372,1553.647496153011,-0.02989498925200652,0.051518216809133655
proxy,2,6.82535740000003,1663.0630946886313,1,6.482019088000016,1751.151893553321,1,7.003355494000061,1620.7944905445208,-0.030247406572109378,0.01568126984406932
random,2,6.98149309999917,1625.8699732871396,1,6.661416268000266,1703.9919955951843,1,7.273177711000244,1560.6658397514875,-0.02819811752258856,0.025696820632638197
