configuration_id,execution_instance_id,dataset_fraction,workload_name,decision_points,policy,policy_mode,policy_seed,workers,repetition,runtime_seconds,total_runtime_seconds,throughput_points_per_second,trace_hash,reference_hash,hash_match,unauthorized_invocations,authorization_execution_consistent,row_count_match,validation_passed,fault_injected_count,intervention_rate,state_loading_ms_mean,state_loading_ms_median,state_loading_ms_p95,state_loading_ms_std,policy_inference_ms_mean,policy_inference_ms_median,policy_inference_ms_p95,policy_inference_ms_std,gating_ms_mean,gating_ms_median,gating_ms_p95,gating_ms_std,generation_stub_ms_mean,generation_stub_ms_median,generation_stub_ms_p95,generation_stub_ms_std,logging_ms_mean,logging_ms_median,logging_ms_p95,logging_ms_std,total_latency_ms_mean,total_latency_ms_median,total_latency_ms_p95,total_latency_ms_std,workload_fraction
rbpg-1b5652fe4ab1c453c044daf6,rbpg-exec-66d5b006d420452d8f87f5d4159c57a5,0.1,fraction_0.1,1135,never,never,1,1,4,0.0139282000000093,0.0139282000000093,81489.35253652556,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0004355066418975,0.0003000004653586,0.0008000006346264,0.0004657040780522,0.0002324229576455,0.0001999997039092,0.0004000012268079,9.829757074309964e-05,0.004071365600341,0.0031999989005271,0.007700000423938,0.0020454740800443,0.0034778854581614,0.0027999994927085,0.0061999999161344,0.0017700680413009,0.0109584140584912,0.0086000000010244,0.0202299994271015,0.0049774236602356,0.1
rbpg-1b5652fe4ab1c453c044daf6,rbpg-exec-4a796720abc84978ac682bb981b016b3,0.1,fraction_0.1,1135,never,never,1,1,5,0.0091647000008379,0.0091647000008379,123844.75213550136,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0002785021709591,0.0003000004653586,0.0003000004653586,5.339119131814463e-05,0.0001574449211929,0.0001999997039092,0.0002000015228986,4.979768905396662e-05,0.0026765638766353,0.0025999997887993,0.0027999994927085,0.0010616904181847,0.0022837004812392,0.0022000003809807,0.00240000008489,0.0009311205577301,0.0072585022216585,0.0070000005507608,0.0073999999585794,0.0018294929745363,0.1
rbpg-1b5652fe4ab1c453c044daf6,rbpg-exec-c06f800cbee74723be67c88e927a315a,0.1,fraction_0.1,1135,never,never,1,1,6,0.0101981999996496,0.0101981999996496,111294.14995185335,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0002823788572681,0.0003000004653586,0.0003000004653586,0.0001249055250736,0.0001568282260903,0.0001999997039092,0.0002000015228986,5.0062311822993454e-05,0.0029726872470133,0.0026999987312592,0.0030999999580672,0.0022916076089927,0.0026168281892991,0.0022999993234407,0.0026999987312592,0.0024539007372921,0.0080511013275019,0.0071000013122102,0.008900000466383,0.0039007348288302,0.1
rbpg-1b5652fe4ab1c453c044daf6,rbpg-exec-a8a7935900ac44d48190906a36ddaef7,0.1,fraction_0.1,1135,never,never,1,1,7,0.0101154000003589,0.0101154000003589,112205.1525357105,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,c24554611ddd20bf2c8031ab6d01a1e79b994655e666db305f10b9f887bf08d8,1,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0003189427030271,0.0003000004653586,0.0003000004653586,0.0008517319573836,0.0001821144737712,0.0001999997039092,0.0002000015228986,0.000632084097047,0.0028948017507191,0.0025999997887993,0.0030999999580672,0.0022110374472105,0.0024977093059256,0.0022000003809807,0.0026999987312592,0.0021662801995386,0.0079939206808268,0.0069000016083009,0.011330000234011,0.0042163002674077,0.1
rbpg-fbf73afc76625b7d16beb11e,rbpg-exec-972d9704f97040fda7ccba1e2a3c5347,0.1,fraction_0.1,1135,random,random,1,1,1,0.0159929999990708,0.0159929999990708,70968.54874419668,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,1,0,1,1,1,0,0.4889867841409692,0.0,0.0,0.0,0.0,0.0031948898240563,0.0030999999580672,0.0034999999115825,0.0013484826863788,0.0001751541773278,0.0001999997039092,0.0002000015228986,0.0001313412644182,0.0051743612520982,0.0032999996619764,0.0075000007200287,0.0032816676301333,0.0025551542092913,0.00240000008489,0.0027000005502486,0.0016380517644912,0.0131766519621824,0.0141999989864416,0.0170299999808776,0.0047238350948106,0.1
rbpg-fbf73afc76625b7d16beb11e,rbpg-exec-6d5d4be56d5a4d3bab708db41929f0bf,0.1,fraction_0.1,1135,random,random,1,1,2,0.0158738999998604,0.0158738999998604,71501.0173939598,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,1,0,1,1,1,0,0.4889867841409692,0.0,0.0,0.0,0.0,0.0032289867435652,0.0030999999580672,0.0034999993658857,0.0015977727777728,0.0001703965264046,0.0001999997039092,0.0002000015228986,4.698221075611562e-05,0.0050807930365648,0.0030999999580672,0.0074000005042762,0.0031406726840289,0.0025508370038146,0.00240000008489,0.0026000016077887,0.0019194659487846,0.0129881057213752,0.0141000000439817,0.015430000530614,0.0046510847764242,0.1
rbpg-fbf73afc76625b7d16beb11e,rbpg-exec-636c40bc4d374a00b200f9f078df7e85,0.1,fraction_0.1,1135,random,random,1,1,3,0.018440300000293,0.018440300000293,61549.97478251232,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,1,0,1,1,1,0,0.4889867841409692,0.0,0.0,0.0,0.0,0.0037449338983786,0.0032000007195165,0.0043000000005122,0.0030739187428578,0.0002108370119963,0.0001999997039092,0.0002000015228986,0.0007543802754915,0.0060506607883426,0.0069999987317714,0.010130000191566,0.0053167027197459,0.0029235241991967,0.0024999990273499,0.0030999999580672,0.0027618550093143,0.0152100440601167,0.0146000002132495,0.0325300003169104,0.0079012899974427,0.1
rbpg-fbf73afc76625b7d16beb11e,rbpg-exec-cfa41912c29e44e28a754a8338b47a71,0.1,fraction_0.1,1135,random,random,1,1,4,0.0166349999999511,0.0166349999999511,68229.63630918763,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,1,0,1,1,1,0,0.4889867841409692,0.0,0.0,0.0,0.0,0.0034270484208402,0.0031999989005271,0.003600000127335,0.0026025605064171,0.0001757709253174,0.0001999997039092,0.0002000015228986,0.00020505441314,0.005350572680557,0.0033999986044364,0.0077999993663979,0.0034876594064702,0.0025878414392572,0.00240000008489,0.0027999994927085,0.0013939365932494,0.0136848458068805,0.0145000012707896,0.0175300001501454,0.0055285864647443,0.1
rbpg-fbf73afc76625b7d16beb11e,rbpg-exec-a25276cda53a49c691d2a72311b1fd65,0.1,fraction_0.1,1135,random,random,1,1,5,0.0170269999998708,0.0170269999998708,66658.83596691172,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,1,0,1,1,1,0,0.4889867841409692,0.0,0.0,0.0,0.0,0.0034836122858705,0.0030000010156072,0.0037999998312443,0.0028315987979969,0.0002096916432492,0.0001999997039092,0.0002000015228986,0.0009952811161252,0.005495506655135,0.0034000004234258,0.0086000000010244,0.0042582190346401,0.0026126872543127,0.0023000011424301,0.0028999984351685,0.0019747117761999,0.0139740968846443,0.0139000003400724,0.029960000210849,0.0065427714261861,0.1
rbpg-fbf73afc76625b7d16beb11e,rbpg-exec-c796578a5f5d4da38d182263c6530218,0.1,fraction_0.1,1135,random,random,1,1,6,0.0174826000002212,0.0174826000002212,64921.69356878462,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,88788601d95807ccfacebb1ec66bb170078a34aa14bcf24ee2c8bf8605b73d85,1,0,1,1,1,0,0.4889867841409692,0.0,0.0,0.0,0.0,0.003576035249649,0.0032000007195165,0.0039000005926936,0.0034040747882275,0.0001677533216509,0.0001999997039092,0.0002000015228986,4.73041163413761e-05,0.0056961233506342,0.0068999997893115,0.0087999997049337,0.0044935532355541,0.0027397356830339,0.00240000008489,0.0029000002541579,0.0024582322341476,0.0143593832372102,0.0144000005093403,0.0299000002996763,0.0072712963899341,0.1
