dataset_fraction,workload_name,policy_mode,seed,workers,runtime_seconds,throughput_points_per_second,speedup_vs_single_worker,throughput_gain_vs_single_worker
0.1,fraction_0p1,always,1,1,0.6505364949998693,1744.7137996465947,1.0,1.0
0.1,fraction_0p1,always,1,2,0.9734591050000745,1165.9452299230518,0.6682730601197875,0.6682730601197876
0.1,fraction_0p1,always,1,4,1.4584883119996448,778.2030138067205,0.446034767401021,0.44603476740102105
0.1,fraction_0p1,always,1,8,1.551548420000472,731.5272829188629,0.41928210980336106,0.4192821098033611
0.1,fraction_0p1,always,2,1,0.6677700190002724,1699.6869696234999,1.0,1.0
0.1,fraction_0p1,always,2,2,1.043221173999882,1087.9763834242578,0.6401039737718629,0.6401039737718629
0.1,fraction_0p1,always,2,4,1.4283744559998013,794.6095614021243,0.46750347305312306,0.46750347305312306
0.1,fraction_0p1,always,2,8,1.5689786829998411,723.4005230905453,0.42560808902993874,0.42560808902993874
0.1,fraction_0p1,always,3,1,0.6835089019996303,1660.548965316349,1.0,1.0
0.1,fraction_0p1,always,3,2,0.9957229330002519,1139.8753231283795,0.6864448727118524,0.6864448727118524
0.1,fraction_0p1,always,3,4,1.3482317090001743,841.8434252979383,0.5069669385735698,0.5069669385735698
0.1,fraction_0p1,always,3,8,1.5427071719996093,735.7196625519334,0.44305809579771854,0.44305809579771854
0.1,fraction_0p1,bc,1,1,0.6565777699997852,1728.6604144401222,1.0,1.0
0.1,fraction_0p1,bc,1,2,0.9763572679994468,1162.4843048750092,0.6724769626031577,0.6724769626031578
0.1,fraction_0p1,bc,1,4,1.5558977829996365,729.482368572965,0.4219928694377082,0.4219928694377082
0.1,fraction_0p1,bc,1,8,1.5507869289995142,731.8864885792158,0.4233836110698808,0.42338361106988087
0.1,fraction_0p1,bc,2,1,0.7058232009994754,1608.0514190987094,1.0,1.0
0.1,fraction_0p1,bc,2,2,1.0066629530001592,1127.4876030923338,0.7011514617637506,0.7011514617637506
0.1,fraction_0p1,bc,2,4,1.4645563269996273,774.9787284216135,0.48193653462647257,0.48193653462647257
0.1,fraction_0p1,bc,2,8,1.5641443599997729,725.6363472743429,0.45125195541387103,0.4512519554138711
0.1,fraction_0p1,bc,3,1,0.6500633640007436,1745.9836422941405,1.0,1.0
0.1,fraction_0p1,bc,3,2,0.9983971359997668,1136.8221713330968,0.6511069999712975,0.6511069999712975
0.1,fraction_0p1,bc,3,4,1.359604068000408,834.8018564472693,0.4781269630627117,0.4781269630627117
0.1,fraction_0p1,bc,3,8,1.567006661999585,724.3108963887101,0.41484403338223697,0.41484403338223697
0.1,fraction_0p1,bc_live,1,1,0.6512008350000542,1742.933883062213,1.0,1.0
0.1,fraction_0p1,bc_live,1,2,0.43276147300002776,2622.6918771947317,1.5047569518740695,1.5047569518740695
0.1,fraction_0p1,bc_live,1,4,0.43400246300006984,2615.1925317525615,1.5004542382054395,1.5004542382054395
0.1,fraction_0p1,bc_live,1,8,0.4259749559996635,2664.4758899884637,1.5287303298660793,1.5287303298660795
0.1,fraction_0p1,bc_live,2,1,0.4306909610004368,2635.3002565077027,1.0,1.0
0.1,fraction_0p1,bc_live,2,2,0.4339105529998051,2615.746476210985,0.9925800560112911,0.992580056011291
