dataset_fraction,workload_name,decision_points,policy,policy_mode,policy_seed,workers,repetition,end_to_end_runtime_seconds,checkpoint_preparation_seconds,replay_only_runtime_seconds,post_replay_validation_seconds,timed_execution_runtime_seconds,legacy_total_runtime_seconds,timed_runtime_decomposition_error_seconds,end_to_end_runtime_decomposition_error_seconds,runtime_decomposition_tolerance_seconds,runtime_decomposition_valid,checkpoint_preparation_share,replay_only_share,post_replay_validation_share,end_to_end_throughput_points_per_second,replay_only_throughput_points_per_second,trace_hash,reference_hash,hash_match,unauthorized_invocations,authorization_execution_consistent,row_count_match,validation_passed,fault_injected_count,intervention_rate,runtime_boundary_definition,state_loading_ms_mean,state_loading_ms_median,state_loading_ms_p95,state_loading_ms_std,policy_inference_ms_mean,policy_inference_ms_median,policy_inference_ms_p95,policy_inference_ms_std,gating_ms_mean,gating_ms_median,gating_ms_p95,gating_ms_std,generation_stub_ms_mean,generation_stub_ms_median,generation_stub_ms_p95,generation_stub_ms_std,logging_ms_mean,logging_ms_median,logging_ms_p95,logging_ms_std,total_latency_ms_mean,total_latency_ms_median,total_latency_ms_p95,total_latency_ms_std
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,1,0.560774100000117,0.5426555000001372,0.01230800000007548,0.005810599999904298,0.5549635000002127,0.5549635000002127,0.0,0.0,1e-09,1,0.9676900199207203,0.02194823191740295,0.010361748161876745,2023.98791242278,92216.44458831975,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.4590184140968407,0.44769999999516585,0.5141999999977998,0.040397600196060535,0.004055242290817335,0.004055242290817335,0.004055242290817335,0.0,0.0001522466930065105,0.0001999999312829459,0.00020000015865662135,4.994950034380489e-05,0.004413127753210045,0.004300000000512227,0.004500000159168849,0.00166698821497633,0.0028518061703774874,0.0027999999474559445,0.002900000026784255,0.0011324737244843511,0.010002114537713967,0.009700000191514846,0.010100000054080738,0.002501452429793222
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,2,0.5782303999999385,0.5591933000000608,0.012960199999952238,0.006076899999925445,0.5721535000000131,0.5721535000000131,0.0,0.0,1e-09,1,0.967076964476652,0.02241355694884533,0.010509478574502639,1962.8853827127052,87575.80901561571,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.4737285462547514,0.4661000000396598,0.5441000000701024,0.059461804980332905,0.004482907488957083,0.004482907488957083,0.004482907488957083,8.673617379884035e-19,0.00016722467024306745,0.0001999999312829459,0.00020000015865662135,0.0004373939191446537,0.00466449339105145,0.004400000079840538,0.00479999994240643,0.002051980688603439,0.0029992951571698803,0.002900000026784255,0.003000000106112566,0.0014734835236195024,0.010559823786706056,0.009999999974752427,0.010730000030889636,0.0031712346915988565
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,3,0.6294433000000481,0.6082644000000528,0.014122300000053656,0.007056599999941682,0.6223867000001064,0.6223867000001064,0.0,0.0,1e-09,1,0.9663529661845733,0.022436174950233922,0.01121085886519269,1803.1806836293488,80369.34493642591,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.5152079295174846,0.4917000001114502,0.6840099999180891,0.08708520891034302,0.004417444933845935,0.004417444933845935,0.004417444933845935,0.0,0.00017656387568534544,0.0001999999312829459,0.00020000015865662135,0.0004605461256260036,0.004957709256113116,0.004600000011123484,0.005100000180391362,0.002184500880175165,0.003278414098956055,0.003000000106112566,0.0033000001167238224,0.0021634246733375152,0.011443964753085904,0.010699999847929575,0.012640000045394081,0.003695602353933654
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,4,0.6160253000000466,0.5973014000001058,0.012723099999902843,0.006000800000037998,0.6100245000000086,0.6100245000000086,0.0,0.0,1e-09,1,0.9696053067951277,0.020653534846542632,0.009741158358329671,1842.456795199668,89207.81884986105,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.5055419383223823,0.5016000000068743,0.5622500000299623,0.04891473642225871,0.004549955947208026,0.004549955947208026,0.004549955947208026,0.0,0.00015436124014204044,0.0001999999312829459,0.00020000015865662135,4.980943224391924e-05,0.004523876645789281,0.004400000079840538,0.00479999994240643,0.0007951188926559259,0.002929074887631116,0.002900000026784255,0.003000000106112566,0.000563938741861353,0.010337973568143732,0.010199999906035373,0.01059999999597494,0.0016024962168163883
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,5,0.602904499999795,0.5838340999998763,0.013031100000034712,0.006039299999883951,0.5968651999999111,0.5968651999999111,0.0,0.0,1e-09,1,0.9683691198192663,0.02161387085357489,0.010017009327158787,1882.5535387451675,87099.32392483954,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.49505814978058954,0.4811999999674299,0.588789999983419,0.05415807310932221,0.004330660792945634,0.004330660792945634,0.004330660792945634,0.0,0.00015779735259348907,0.0001999999312829459,0.00020000015865662135,4.938827173729712e-05,0.004685462555456507,0.004500000159168849,0.004900000021734741,0.0014193223335840493,0.0029311894291574273,0.002900000026784255,0.003099999958067201,0.0006768259010826592,0.010554361229710573,0.010299999985363684,0.010900000006586197,0.002106360394976144
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,6,0.6197744999999486,0.6007669999999052,0.01281320000020969,0.0061942999998336745,0.6135802000001149,0.6135802000001149,0.0,0.0,1e-09,1,0.9693315875370075,0.020673970936543457,0.009994441526449037,1831.3112269060668,88580.52633077027,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.5100587665174516,0.49760000001697335,0.5916599999864047,0.07767400174247265,0.004224405286385612,0.004224405286385612,0.004224405286385612,0.0,0.00015647577085057355,0.0001999999312829459,0.00020000015865662135,4.975625732548325e-05,0.0045334801702244885,0.004499999931795173,0.004700000090451795,0.0008991860035693142,0.0029972687230429675,0.002900000026784255,0.0031000000262793037,0.0016037844951059738,0.01041788546210492,0.010199999906035373,0.01059999999597494,0.0022027349734109612
0.1,fraction_0.1,1135,bc_live,bc_live,1,1,7,0.6150516000000152,0.5957746999999927,0.012978199999906792,0.006298700000115787,0.6087528999998995,0.6087528999998995,0.0,0.0,1e-09,1,0.9686580768182342,0.021100993802644314,0.01024092937912141,1845.3736239365476,87454.34652017626,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,78be96175d6fd950e339abab28b98cb4ea12300ef91b6daf93a212b4ba73fa72,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.5046493392095294,0.498899999911373,0.5823399999144384,0.05637555908483951,0.0043783259911332915,0.0043783259911332915,0.0043783259911332915,0.0,0.0001550660779020038,0.0001999999312829459,0.00020000015865662135,4.9919487279569783e-05,0.004692687220774778,0.004399999852466863,0.004700000090451795,0.0022715573826399874,0.0029734801759460396,0.0027999999474559445,0.003000000106112566,0.001417564997974803,0.010560704847277985,0.009999999974752427,0.010730000030889636,0.003232825508338992
0.25,fraction_0.25,2837,bc_live,bc_live,1,1,1,1.4985623000000032,1.4538815999999315,0.03185270000017226,0.012827999999899475,1.4857343000001038,1.4857343000001038,0.0,0.0,1.4985623000000033e-09,1,0.9701842893017717,0.02125550602745858,0.008560204670769742,1893.1478524449694,89066.23300331392,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.49348205850765675,0.4681000000346103,0.5843200000981597,0.612186439158025,0.004127670073995401,0.004127670073995401,0.004127670073995401,8.673617379884035e-19,0.0001566090937221075,0.0001999999312829459,0.00020000015865662135,4.956127255353373e-05,0.004539196334472857,0.004400000079840538,0.004700000090451795,0.0014929302757798945,0.0029443426157672154,0.0028999997994105797,0.003000000106112566,0.0011639094103435168,0.010335178005541552,0.010100000054080738,0.01049999991664663,0.0021721658085293713
0.25,fraction_0.25,2837,bc_live,bc_live,1,1,2,1.5586368000001585,1.5102013000000625,0.03441029999999046,0.014025200000105542,1.544611600000053,1.544611600000053,0.0,0.0,1.5586368000001585e-09,1,0.968924447311849,0.02207717667129825,0.00899837601685275,1820.1803011450208,82446.24429315602,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.5108872752923393,0.47889999996186816,0.6155999999464257,0.6691444914437584,0.005761015156897207,0.005761015156897207,0.005761015156897207,8.673617379884035e-19,0.0001719774431413188,0.0001999999312829459,0.00020000015865662135,0.0005329476568827258,0.004812900950514078,0.004199999921183917,0.005199999804972322,0.0031189262627869378,0.0031623545984050777,0.0027999999474559445,0.0033999999686784577,0.0023401312186842422,0.011173281637623798,0.009800000043469481,0.024300000177390757,0.0046960709513613015
0.25,fraction_0.25,2837,bc_live,bc_live,1,1,3,1.6078393000000233,1.5610664000000725,0.03292929999997796,0.013843599999972866,1.5939957000000504,1.5939957000000504,0.0,0.0,1.6078393000000235e-09,1,0.970909468377872,0.020480467171052157,0.008610064451075842,1764.4798208377908,86154.27597920087,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,7b07c0c01f0b72dd397627243151dcb39d907e48a31b0073be0925d187f05bf9,1,0,1,1,1,0,1.0,run_start->validation_end; preparation=model/checkpoint load+state load+batched inference+action-map construction; replay_only=per-record replay using prepared actions; post_replay_validation=trace reconstruction+receipt reconciliation+hashing+validation,0.5303311949234207,0.5114000000503438,0.6764200000361595,0.07928590236531108,0.0046209376101540535,0.0046209376101540535,0.0046209376101540535,8.673617379884035e-19,0.0001655974652402266,0.0001999999312829459,0.00020000015865662135,0.0002739303316844574,0.004651075078934978,0.004399999852466863,0.004919999992125649,0.0022078375787600154,0.003029362001683637,0.002900000026784255,0.0032000000373955118,0.0012927857767561469,0.010699224533670849,0.010100000054080738,0.011899999890374602,0.0035165742969488238
