state_loading_ms_mean,state_loading_ms_median,state_loading_ms_p95,state_loading_ms_std,policy_inference_ms_mean,policy_inference_ms_median,policy_inference_ms_p95,policy_inference_ms_std,gating_ms_mean,gating_ms_median,gating_ms_p95,gating_ms_std,generation_stub_ms_mean,generation_stub_ms_median,generation_stub_ms_p95,generation_stub_ms_std,logging_ms_mean,logging_ms_median,logging_ms_p95,logging_ms_std,total_latency_ms_mean,total_latency_ms_median,total_latency_ms_p95,total_latency_ms_std,dataset_fraction,workload_name,decision_points,policy_mode,seed,workers
4.224985098679776,3.5828349999746933,7.747510699982737,3.0890570620888096,0.012708734801277379,0.011296000025140529,0.018362400021487695,0.011573070230891786,0.0002467312758363384,0.00023199993393063778,0.00032829993870109314,0.00013679964172117224,0.006732960351988039,0.0016049999658207525,0.0250743000606235,0.014602273369221376,0.007716771807233396,0.0071320000643027015,0.010028500014414021,0.003433168199670935,4.261798010571662,3.6181860000397137,7.792565800002646,3.092532012155225,0.1,fraction_0p1,1135,risk_proxy,1,1
2.014802034360232,0.9204320000435473,1.3024227000187238,7.8003149328025305,0.007439612334520954,0.006966999990254408,0.009219599951393318,0.0032437521153264167,0.00025819471333074484,0.00024400003439950524,0.0003119999973932863,0.00015002450916861408,0.004848315418187583,0.0013760000001639128,0.019836699971165214,0.007577510681129354,0.006600785904051698,0.006051000013940211,0.007730299944341822,0.006942515983653371,2.039911244933658,0.9452460000147767,1.3360502999830715,7.802333652977406,0.1,fraction_0p1,1135,risk_proxy,1,2
5.414656386783723,2.193915000020752,36.81125679996627,13.858694770265684,0.06054492070592708,0.00737499999559077,0.010456299969519014,1.7846693504693119,0.00027194713523822587,0.0002750000476225978,0.0003262999598518945,3.8805683583277804e-05,0.006493751542688997,0.001419000000169035,0.020872700031304696,0.04998310975315084,0.03190938942722146,0.006240000061552564,0.007549300005393888,0.7154093954455486,5.519833630835275,2.2259460000668696,54.563418399959495,13.974316340876605,0.1,fraction_0p1,1135,risk_proxy,1,4
10.754096398237593,4.607136000004175,63.34616740001593,17.724546030774114,0.057107796476980846,0.007389999950646597,0.011345100028847808,1.6672736502571317,0.0002744555085041511,0.00027700002647179645,0.0003293000418125302,4.5042451782679714e-05,0.004863016739456108,0.0014299999975264654,0.02015949995666233,0.007136154267585931,0.0564840607929737,0.006310000003395544,0.007747400036350882,1.6841368629095637,10.878893944492132,4.640971999947396,63.363601399953495,17.835099527516803,0.1,fraction_0p1,1135,risk_proxy,1,8
0.6081363277529225,0.3398190000325485,0.4857615000105397,3.147271147619921,0.006715578855507057,0.005815000008624338,0.007436299949858949,0.014146472898184022,0.0002244660798786221,0.00022200003968464443,0.00025129995719908033,1.939554433510813e-05,0.0040792519817513286,0.0010989999736921163,0.01533480001398857,0.007105240397346354,0.04239672070439416,0.005329000032361364,0.006087000008392351,1.239359104218681,0.6664547303965982,0.36073499995836755,0.5136239999274038,3.3809409676402193,0.1,fraction_0p1,1135,risk_proxy,2,1
1.9692561938342248,0.9220870000490322,1.440743499961172,7.28862564637941,0.05237373392044236,0.006995000035203702,0.009932400007528486,1.5097766152219532,0.00025512246366667573,0.00024399992071266752,0.00032830001828187955,4.1876384542917186e-05,0.004561441410300225,0.0013320000107341912,0.017938500025138634,0.006794721462655067,0.006401912773400212,0.006022000093253155,0.008474499998101237,0.0022853770264132135,2.0389407506592265,0.9455709999883766,1.4774490000377223,7.4397529782836065,0.1,fraction_0p1,1135,risk_proxy,2,2
5.4596626925107925,2.231800000004114,56.03316699998683,13.294587915690936,0.007655793831267876,0.007389999950646597,0.011215000006359332,0.0031436220726580805,0.00029201057243316293,0.0002790000053209951,0.0003330000026835478,0.0004161669610091005,0.00486591806241205,0.001408999992236204,0.02025919995958247,0.0072465135014812025,0.006933393833185114,0.00632699993730057,0.00792030000411614,0.01237988860821975,5.485739779736239,2.255573000070399,56.056465499966606,13.297059023527364,0.1,fraction_0p1,1135,risk_proxy,2,4
10.95253464405178,4.543392000073254,63.77967929996657,18.27813952683488,0.00838109691500347,0.00730500005374779,0.01084149995449479,0.026002532628615512,0.0002761718077423684,0.0002790000053209951,0.00033429998893552687,4.0104922118998225e-05,0.004777977973878883,0.0014170000213198364,0.01970699997855262,0.006956837788077297,0.006747769162909573,0.006386999984897557,0.00829590001103497,0.003997702783521205,10.978680068724255,4.578167999966354,63.806864400078204,18.28289716331998,0.1,fraction_0p1,1135,risk_proxy,2,8
0.4899392766524035,0.34373300002243923,0.4366618000176458,1.8717679007562773,0.006079009693222974,0.005804000011266908,0.006775000042580357,0.0017247304340218036,0.0002241224688738723,0.0002210000502600451,0.0002540000423323363,1.8831083630763976e-05,0.003984185021317698,0.0010900000688707223,0.015378400019017132,0.006149799695502656,0.005492993833258118,0.005321000003277732,0.005905099919800704,0.0014501302561881148,0.5105746837012094,0.36455500003285124,0.45869740002899556,1.8735397303990193,0.1,fraction_0p1,1135,risk_proxy,3,1
1.9412600546249874,0.9141660000295815,1.3373070000625376,7.193089248592836,0.007482674009284964,0.0070280000272759935,0.0096555000141052,0.002464171273514248,0.0002578326019216539,0.00024999997094710125,0.0003170000582031207,4.018175001716672e-05,0.00474159471109748,0.0013489999446392176,0.01861970002892121,0.0074806930620208035,0.006275923344984594,0.0060459999531303765,0.007320299994262312,0.0017019845341739188,1.9659735859020473,0.9362140000348518,1.3689498000303502,7.195958081900033,0.1,fraction_0p1,1135,risk_proxy,3,2
