dataset_fraction,workload_name,policy_mode,workers,total_runtime_seconds,throughput_points_per_second,mean_latency_ms,median_latency_ms,p95_latency_ms,intervention_rate,unauthorized_invocations,fault_injected_count,memory_delta_mb,state_missing_count
0.1,fraction_0p1,always,1,0.7025842199999867,1619.0300386629642,0.6159724778278123,0.3778783332866927,0.49146613336385286,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,always,2,1.1552085186666925,982.5807087266412,1.998899886344387,0.9310060000492134,1.2845832333217304,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,always,4,1.5991341520000333,710.3919081369494,5.558586524228667,2.2564283333394997,46.01199306669056,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,always,8,1.5626754803333067,726.3244120546233,10.955280249338301,4.6199909999889615,63.8601910332909,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc,1,0.7065293750000213,1608.1079161190103,0.6194127436119555,0.38390299998051586,0.5167338999929901,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc,2,1.1302488700000215,1004.4280911162238,1.9551181207043022,0.9414356666942089,1.3649916000190385,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc,4,1.572060067333344,722.1156111915192,5.482795642583817,2.2126186667037473,47.43764543335371,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc,8,1.6111805226667002,704.6024748531394,11.186208823789661,4.5866879999797066,64.435415133327,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc_live,1,0.4292784550000306,2913.0297960941793,0.011400103671309517,0.011122666667991629,0.01183139999435904,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc_live,2,0.3562476013333556,3192.1061791307816,0.024952758589868226,0.011897666657508429,0.01784169999154983,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc_live,4,0.3617059303333387,3141.2542058101135,0.03330687459641409,0.0117863332889101,0.01599846664627572,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,bc_live,8,0.3742331623333257,3045.8201164195666,0.041379627017665746,0.011709999967024487,0.016561733324730685,1.0,0.0,0.0,,0.0
0.1,fraction_0p1,never,1,0.6877369659999886,1650.9000858183574,0.6030005638772397,0.3579930000038682,0.4563476333108458,0.0,0.0,0.0,,0.0
0.1,fraction_0p1,never,2,1.1107804676667001,1021.9698490622319,1.9363073362701646,0.8997293333929216,1.2992522999790401,0.0,0.0,0.0,,0.0
0.1,fraction_0p1,never,4,1.5006421479999592,756.5623226739132,5.234154468723355,2.1687203333158322,33.77213596665643,0.0,0.0,0.0,,0.0
0.1,fraction_0p1,never,8,1.5539883170000242,730.4523401384243,10.866141301908428,4.523603999966023,63.58705193332904,0.0,0.0,0.0,,0.0
0.1,fraction_0p1,random,1,0.7014046779999793,1619.84376091204,0.6150223721004084,0.3860090000292378,0.4924385666716565,0.5077826725403818,0.0,0.0,,0.0
0.1,fraction_0p1,random,2,1.1807746050000105,961.4754784029573,2.013687861379884,0.9540256666393058,1.3434767333365016,0.5077826725403818,0.0,0.0,,0.0
0.1,fraction_0p1,random,4,1.5807613986666713,718.0961652645932,5.517186608516475,2.2701670000060403,52.18894099997817,0.5077826725403818,0.0,0.0,,0.0
0.1,fraction_0p1,random,8,1.588713172333352,714.4706430306874,11.125851033479714,4.645064666685054,64.23021993334335,0.5077826725403818,0.0,0.0,,0.0
0.1,fraction_0p1,risk_proxy,1,2.0619614369999604,1225.1670622927838,1.8129424748898233,1.4478253333436442,2.921629066653015,0.19911894273127753,0.0,0.0,,0.0
0.1,fraction_0p1,risk_proxy,2,1.1809249149999914,961.283538034771,2.0149418604983107,0.942343666679335,1.3941497000170482,0.19911894273127753,0.0,0.0,,0.0
0.1,fraction_0p1,risk_proxy,4,1.5673739220000016,724.1463277658428,5.499074621732597,2.2387860000208093,51.29367469997226,0.19911894273127753,0.0,0.0,,0.0
0.1,fraction_0p1,risk_proxy,8,1.562656023000007,726.327641688722,10.925963700147001,4.611198666642243,63.90125806667584,0.19911894273127753,0.0,0.0,,0.0
0.25,fraction_0p25,always,1,1.775435740666732,1599.053984333549,0.6228569493597224,0.3737146666935587,0.4853029333086547,1.0,0.0,0.0,,0.0
0.25,fraction_0p25,always,2,2.95090751899996,961.4592276866709,2.0597786070965394,0.9376069999689207,1.2811798667371475,1.0,0.0,0.0,,0.0
0.25,fraction_0p25,always,4,3.9820075253333016,712.4576405448107,5.537894029845145,2.235845666670381,54.56380659996575,1.0,0.0,0.0,,0.0
0.25,fraction_0p25,always,8,3.9809928500000447,712.8910980887925,11.121616745976064,4.593097333327023,64.26793100001002,1.0,0.0,0.0,,0.0
0.25,fraction_0p25,bc,1,1.8233793543333452,1556.2250148830583,0.6397266949819214,0.3787383333625864,0.49982493330844574,1.0,0.0,0.0,,0.0
0.25,fraction_0p25,bc,2,2.932259935333301,967.5644098672196,2.041076591585093,0.9318583332742492,1.2565668666411511,1.0,0.0,0.0,,0.0
0.25,fraction_0p25,bc,4,3.9447694246666742,719.2910162414561,5.47144833180626,2.241738333244333,52.8073689333722,1.0,0.0,0.0,,0.0
