dataset_fraction,workload_name,policy_mode,seed,workers,runtime_seconds,throughput_points_per_second,speedup_vs_single_worker,throughput_gain_vs_single_worker
0.1,fraction_0p1,always,1,1,0.6684811659999923,1697.8788000737975,1.0,1.0
0.1,fraction_0p1,always,1,2,1.169134301999975,970.8037802486992,0.5717744872051549,0.5717744872051549
0.1,fraction_0p1,always,1,4,1.5398295450000887,737.094572373551,0.43412673056611195,0.434126730566112
0.1,fraction_0p1,always,1,8,1.55634326400002,729.2735646780718,0.4295203901753024,0.4295203901753024
0.1,fraction_0p1,always,2,1,0.6914750309999818,1641.4186328009723,1.0,1.0
0.1,fraction_0p1,always,2,2,1.1507514190000165,986.312057721637,0.6008900094173786,0.6008900094173786
0.1,fraction_0p1,always,2,4,1.656565922000027,685.1523292412516,0.41741473841568644,0.41741473841568644
0.1,fraction_0p1,always,2,8,1.56603999999993,724.7579883017361,0.4415436585272488,0.4415436585272488
0.1,fraction_0p1,always,3,1,0.747796462999986,1517.7926831141233,1.0,1.0
0.1,fraction_0p1,always,3,2,1.1457398350000858,990.6262882095873,0.6526756250906909,0.6526756250906909
0.1,fraction_0p1,always,3,4,1.601006988999984,708.9288227960454,0.4670788248507724,0.46707882485077235
0.1,fraction_0p1,always,3,8,1.56564317699997,724.9416831840617,0.47762892208484387,0.47762892208484387
0.1,fraction_0p1,bc,1,1,0.7390171430000692,1535.823641915021,1.0,1.0
0.1,fraction_0p1,bc,1,2,1.1515904120000187,985.59347852575,0.6417361027837883,0.6417361027837883
0.1,fraction_0p1,bc,1,4,1.5800866509999878,718.315036255571,0.46770671882606446,0.46770671882606446
0.1,fraction_0p1,bc,1,8,1.582298933000061,717.3107282882534,0.46705279741223255,0.4670527974122325
0.1,fraction_0p1,bc,2,1,0.6893794690000732,1646.4081845174294,1.0,1.0
0.1,fraction_0p1,bc,2,2,1.1102318570000307,1022.3089824380428,0.6209328841120203,0.6209328841120203
0.1,fraction_0p1,bc,2,4,1.5931424660000175,712.4284389014507,0.4327167743704257,0.4327167743704257
0.1,fraction_0p1,bc,2,8,1.611356719000014,704.3753792173129,0.4278254844947633,0.4278254844947633
0.1,fraction_0p1,bc,3,1,0.6911915129999215,1642.0919219245807,1.0,1.0
0.1,fraction_0p1,bc,3,2,1.1289243410000154,1005.3818123848785,0.6122567189822973,0.6122567189822973
0.1,fraction_0p1,bc,3,4,1.542951085000027,735.6033584175354,0.44796722314752413,0.44796722314752413
0.1,fraction_0p1,bc,3,8,1.6398859160000256,692.1213170538518,0.4214875597479738,0.4214875597479738
0.1,fraction_0p1,bc_live,1,1,0.6343925720000243,1789.1130036748862,1.0,1.0
0.1,fraction_0p1,bc_live,1,2,0.3552838049999991,3194.6291500677967,1.785593835328424,1.785593835328424
0.1,fraction_0p1,bc_live,1,4,0.370966944000088,3059.571798396492,1.7101053941880973,1.7101053941880973
0.1,fraction_0p1,bc_live,1,8,0.36234843299996555,3132.3441655399897,1.750780503582541,1.750780503582541
0.1,fraction_0p1,bc_live,2,1,0.33248237700001937,3413.714766602303,1.0,1.0
0.1,fraction_0p1,bc_live,2,2,0.3758450280000716,3019.861686183551,0.8846262481353246,0.8846262481353246
