dataset_fraction,workload_name,policy_mode,seed,workers,trace_hash,reference_hash,hash_match,intervention_rate,reference_intervention_rate,intervention_rate_delta,unauthorized_invocations,fault_injected_count
0.75,fraction_0p75,bc,1,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,1,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,1,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,1,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,2,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,2,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,2,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,2,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,3,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,3,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,3,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc,3,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,1,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,1,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,1,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,1,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,2,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,2,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,2,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,2,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,3,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,3,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,3,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,bc_live,3,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,random,1,1,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,1,0.49653471161752616,0.49653471161752616,0.0,0,0
0.75,fraction_0p75,random,1,2,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,1,0.49653471161752616,0.49653471161752616,0.0,0,0
0.75,fraction_0p75,random,1,4,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,1,0.49653471161752616,0.49653471161752616,0.0,0,0
0.75,fraction_0p75,random,1,8,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,65a98e2b7635debca2de8a00c049d8b0c0ec902533b4ddc442a28c27a7ec38e8,1,0.49653471161752616,0.49653471161752616,0.0,0,0
0.75,fraction_0p75,random,2,1,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,1,0.5000587337013979,0.5000587337013979,0.0,0,0
0.75,fraction_0p75,random,2,2,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,1,0.5000587337013979,0.5000587337013979,0.0,0,0
0.75,fraction_0p75,random,2,4,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,1,0.5000587337013979,0.5000587337013979,0.0,0,0
0.75,fraction_0p75,random,2,8,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,8bed1e32a5e9f232f7ad677ced0d99373069fece64b9d085c1697e3f32640f85,1,0.5000587337013979,0.5000587337013979,0.0,0,0
0.75,fraction_0p75,random,3,1,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,1,0.4928932221308587,0.4928932221308587,0.0,0,0
0.75,fraction_0p75,random,3,2,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,1,0.4928932221308587,0.4928932221308587,0.0,0,0
0.75,fraction_0p75,random,3,4,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,1,0.4928932221308587,0.4928932221308587,0.0,0,0
0.75,fraction_0p75,random,3,8,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,8d84db873ab654dcf16970db1bcf05e258253632545d60d19c398b1249ac78da,1,0.4928932221308587,0.4928932221308587,0.0,0,0
0.75,fraction_0p75,always,1,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,1,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,1,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,1,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,2,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,2,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,2,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,2,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,3,1,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,3,2,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,3,4,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,always,3,8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,58654ea0c4aa9d5d22efeb8c98cb43a1dfeabe88e1f7463a940536cd620148b8,1,1.0,1.0,0.0,0,0
0.75,fraction_0p75,never,1,1,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,1,2,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,1,4,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,1,8,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,2,1,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,2,2,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,2,4,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,2,8,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,3,1,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,3,2,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,3,4,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
0.75,fraction_0p75,never,3,8,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,4e3b0db1e85c152049e668f0e04d6100b7853a4cab4c883788c26325b8ffafcc,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,1,1,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,1,2,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,1,4,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,1,8,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,2,1,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,2,2,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,2,4,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,2,8,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,3,1,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,3,2,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,3,4,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,proxy,3,8,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,85b204e18d148f257d123713bca70c3b6c02c80659feb4b366e1d6b1878ffde9,1,0.0,0.0,0.0,0,0
1.0,fraction_1p0,bc,1,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,1,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,1,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,1,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,2,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,2,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,2,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,2,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,3,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,3,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,3,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc,3,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,1,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,1,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,1,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,1,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,2,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,2,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,2,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,2,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,3,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,3,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,3,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,bc_live,3,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,random,1,1,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,1,0.5006607347370275,0.5006607347370275,0.0,0,0
1.0,fraction_1p0,random,1,2,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,1,0.5006607347370275,0.5006607347370275,0.0,0,0
1.0,fraction_1p0,random,1,4,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,1,0.5006607347370275,0.5006607347370275,0.0,0,0
1.0,fraction_1p0,random,1,8,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,37845ce378b96aefc966f517606a9be3a14161bb412220ab92d35b8f8a806ab3,1,0.5006607347370275,0.5006607347370275,0.0,0,0
1.0,fraction_1p0,random,2,1,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,1,0.5037441635098229,0.5037441635098229,0.0,0,0
1.0,fraction_1p0,random,2,2,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,1,0.5037441635098229,0.5037441635098229,0.0,0,0
1.0,fraction_1p0,random,2,4,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,1,0.5037441635098229,0.5037441635098229,0.0,0,0
1.0,fraction_1p0,random,2,8,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,8faaf9cedc9a094533bba5d17d70e9265456c139b4c987b6ba61a414de5e1f32,1,0.5037441635098229,0.5037441635098229,0.0,0,0
1.0,fraction_1p0,random,3,1,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,1,0.49440577922649986,0.49440577922649986,0.0,0,0
1.0,fraction_1p0,random,3,2,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,1,0.49440577922649986,0.49440577922649986,0.0,0,0
1.0,fraction_1p0,random,3,4,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,1,0.49440577922649986,0.49440577922649986,0.0,0,0
1.0,fraction_1p0,random,3,8,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,8d6575acdc8aadebe8874b2e32b429d130a7f11acac67bf0f5880533e5e7916a,1,0.49440577922649986,0.49440577922649986,0.0,0,0
1.0,fraction_1p0,always,1,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,always,1,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,always,1,4,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,always,1,8,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,always,2,1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
1.0,fraction_1p0,always,2,2,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,817f0e11762de58b590831eb187b2f4854a659161e035578019ca64f423436a1,1,1.0,1.0,0.0,0,0
